date,close
2021-03-21,57523.42
2021-03-22,54529.145
2021-03-23,54738.945
2021-03-24,52774.266
2021-03-25,51704.16
2021-03-26,55137.312
2021-03-27,55973.51
2021-03-28,55950.746
2021-03-29,57750.2
2021-03-30,58917.69
2021-03-31,58918.832
2021-04-01,59095.81
2021-04-02,59384.312
2021-04-03,57603.89
2021-04-04,58758.555
2021-04-05,59057.88
2021-04-06,58192.36
2021-04-07,56048.938
2021-04-08,58323.953
2021-04-09,58245.004
2021-04-10,59793.234
2021-04-11,60204.965
2021-04-12,59893.453
2021-04-13,63503.457
2021-04-14,63109.695
2021-04-15,63314.01
2021-04-16,61572.79
2021-04-17,60683.82
2021-04-18,56216.184
2021-04-19,55724.266
2021-04-20,56473.03
2021-04-21,53906.09
2021-04-22,51762.273
2021-04-23,51093.652
2021-04-24,50050.867
2021-04-25,49004.254
2021-04-26,54021.754
2021-04-27,55033.117
2021-04-28,54824.703
2021-04-29,53555.11
2021-04-30,57750.176
2021-05-01,57828.05
2021-05-02,56631.08
2021-05-03,57200.293
2021-05-04,53333.54
2021-05-05,57424.008
2021-05-06,56396.516
2021-05-07,57356.402
2021-05-08,58803.777
2021-05-09,58232.316
2021-05-10,55859.797
2021-05-11,56704.574
2021-05-12,49150.535
2021-05-13,49716.19
2021-05-14,49880.535
2021-05-15,46760.188
2021-05-16,46456.06
2021-05-17,43537.51
2021-05-18,42909.402
2021-05-19,37002.44
2021-05-20,40782.74
2021-05-21,37304.69
2021-05-22,37536.633
2021-05-23,34770.582
2021-05-24,38705.98
2021-05-25,38402.223
2021-05-26,39294.2
2021-05-27,38436.97
2021-05-28,35697.605
2021-05-29,34616.066
2021-05-30,35678.13
2021-05-31,37332.855
2021-06-01,36684.926
2021-06-02,37575.18
2021-06-03,39208.766
2021-06-04,36894.406
2021-06-05,35551.957
2021-06-06,35862.38
2021-06-07,33560.707
2021-06-08,33472.633
2021-06-09,37345.12
2021-06-10,36702.598
2021-06-11,37334.4
2021-06-12,35552.516
2021-06-13,39097.86
2021-06-14,40218.477
2021-06-15,40406.27
2021-06-16,38347.062
2021-06-17,38053.504
2021-06-18,35787.246
2021-06-19,35615.87
2021-06-20,35698.297
2021-06-21,31676.693
2021-06-22,32505.66
2021-06-23,33723.027
2021-06-24,34662.438
2021-06-25,31637.78
2021-06-26,32186.277
2021-06-27,34649.645
2021-06-28,34434.336
2021-06-29,35867.777
2021-06-30,35040.836
2021-07-01,33572.117
2021-07-02,33897.047
2021-07-03,34668.547
2021-07-04,35287.78
2021-07-05,33746.004
2021-07-06,34235.195
2021-07-07,33855.33
2021-07-08,32877.37
2021-07-09,33798.01
2021-07-10,33520.52
2021-07-11,34240.188
2021-07-12,33155.848
2021-07-13,32702.025
2021-07-14,32822.348
2021-07-15,31780.73
2021-07-16,31421.54
2021-07-17,31533.068
2021-07-18,31796.81
2021-07-19,30817.832
2021-07-20,29807.348
2021-07-21,32110.693
2021-07-22,32313.105
2021-07-23,33581.55
2021-07-24,34292.445
2021-07-25,35350.188
2021-07-26,37337.535
2021-07-27,39406.94
2021-07-28,39995.906
2021-07-29,40008.42
2021-07-30,42235.547
2021-07-31,41626.195
2021-08-01,39974.895
2021-08-02,39201.945
2021-08-03,38152.98
2021-08-04,39747.504
2021-08-05,40869.555
2021-08-06,42816.5
2021-08-07,44555.8
2021-08-08,43798.117
2021-08-09,46365.402
2021-08-10,45585.03
2021-08-11,45593.637
2021-08-12,44428.29
2021-08-13,47793.32
2021-08-14,47096.945
2021-08-15,47047.004
2021-08-16,46004.484
2021-08-17,44695.36
2021-08-18,44801.188
2021-08-19,46717.58
2021-08-20,49339.176
2021-08-21,48905.492
2021-08-22,49321.652
2021-08-23,49546.15
2021-08-24,47706.117
2021-08-25,48960.79
2021-08-26,46942.22
2021-08-27,49058.668
2021-08-28,48902.402
2021-08-29,48829.832
2021-08-30,47054.984
2021-08-31,47166.688
2021-09-01,48847.027
2021-09-02,49327.723
2021-09-03,50025.375
2021-09-04,49944.625
2021-09-05,51753.41
2021-09-06,52633.535
2021-09-07,46811.13
2021-09-08,46091.39
2021-09-09,46391.42
2021-09-10,44883.91
2021-09-11,45201.457
2021-09-12,46063.27
2021-09-13,44963.074
2021-09-14,47092.492
2021-09-15,48176.348
2021-09-16,47783.36
2021-09-17,47267.52
2021-09-18,48278.363
2021-09-19,47260.22
2021-09-20,42843.8
2021-09-21,40693.676
2021-09-22,43574.508
2021-09-23,44895.098
2021-09-24,42839.75
2021-09-25,42716.594
2021-09-26,43208.54
2021-09-27,42235.73
2021-09-28,41034.543
2021-09-29,41564.363
2021-09-30,43790.895
2021-10-01,48116.94
2021-10-02,47711.49
2021-10-03,48199.953
2021-10-04,49112.902
2021-10-05,51514.812
2021-10-06,55361.45
2021-10-07,53805.984
2021-10-08,53967.848
2021-10-09,54968.223
2021-10-10,54771.58
2021-10-11,57484.79
2021-10-12,56041.06
2021-10-13,57401.098
2021-10-14,57321.523
2021-10-15,61593.95
2021-10-16,60892.18
2021-10-17,61553.617
2021-10-18,62026.08
2021-10-19,64261.992
2021-10-20,65992.836
2021-10-21,62210.17
2021-10-22,60692.266
2021-10-23,61393.617
2021-10-24,60930.836
2021-10-25,63039.824
2021-10-26,60363.793
2021-10-27,58482.387
2021-10-28,60622.137
2021-10-29,62227.965
2021-10-30,61888.832
2021-10-31,61318.957
2021-11-01,61004.406
2021-11-02,63226.402
2021-11-03,62970.047
2021-11-04,61452.23
2021-11-05,61125.676
2021-11-06,61527.48
2021-11-07,63326.99
2021-11-08,67566.83
2021-11-09,66971.83
2021-11-10,64995.23
2021-11-11,64949.96
2021-11-12,64155.94
2021-11-13,64469.527
2021-11-14,65466.84
2021-11-15,63557.87
2021-11-16,60161.246
2021-11-17,60368.01
2021-11-18,56942.137
2021-11-19,58119.58
2021-11-20,59697.195
2021-11-21,58730.477
2021-11-22,56289.29
2021-11-23,57569.074
2021-11-24,56280.426
2021-11-25,57274.68
2021-11-26,53569.766
2021-11-27,54815.08
2021-11-28,57248.457
2021-11-29,57806.566
2021-11-30,57005.426
2021-12-01,57229.83
2021-12-02,56477.816
2021-12-03,53598.246
2021-12-04,49200.703
2021-12-05,49368.848
2021-12-06,50582.625
2021-12-07,50700.086
2021-12-08,50504.797
2021-12-09,47672.12
2021-12-10,47243.305
2021-12-11,49362.508
2021-12-12,50098.336
2021-12-13,46737.48
2021-12-14,46612.633
2021-12-15,48896.723
2021-12-16,47665.426
2021-12-17,46202.145
2021-12-18,46848.777
2021-12-19,46707.016
2021-12-20,46880.277
2021-12-21,48936.613
2021-12-22,48628.51
2021-12-23,50784.54
2021-12-24,50822.195
2021-12-25,50429.86
2021-12-26,50809.516
2021-12-27,50640.418
2021-12-28,47588.855
2021-12-29,46444.71
2021-12-30,47178.125
2021-12-31,46306.445
2022-01-01,47686.812
2022-01-02,47345.22
2022-01-03,46458.117
2022-01-04,45897.574
2022-01-05,43569.004
2022-01-06,43160.93
2022-01-07,41557.902
2022-01-08,41733.94
2022-01-09,41911.6
2022-01-10,41821.26
2022-01-11,42735.855
