date,close
2022-01-12,43949.1
2022-01-13,42591.57
2022-01-14,43099.7
2022-01-15,43177.4
2022-01-16,43113.88
2022-01-17,42250.55
2022-01-18,42375.633
2022-01-19,41744.33
2022-01-20,40680.418
2022-01-21,36457.316
2022-01-22,35030.25
2022-01-23,36276.805
2022-01-24,36654.33
2022-01-25,36954.004
2022-01-26,36852.12
2022-01-27,37138.234
2022-01-28,37784.332
2022-01-29,38138.18
2022-01-30,37917.6
2022-01-31,38483.125
2022-02-01,38743.273
2022-02-02,36952.984
2022-02-03,37154.6
2022-02-04,41500.875
2022-02-05,41441.164
2022-02-06,42412.434
2022-02-07,43840.285
2022-02-08,44118.445
2022-02-09,44338.797
2022-02-10,43565.113
2022-02-11,42407.938
2022-02-12,42244.47
2022-02-13,42197.516
2022-02-14,42586.918
2022-02-15,44575.203
2022-02-16,43961.86
2022-02-17,40538.01
2022-02-18,40030.977
2022-02-19,40122.156
2022-02-20,38431.38
2022-02-21,37075.28
2022-02-22,38286.027
2022-02-23,37296.57
2022-02-24,38332.61
2022-02-25,39214.22
2022-02-26,39105.15
2022-02-27,37709.785
2022-02-28,43193.234
2022-03-01,44354.637
2022-03-02,43924.117
2022-03-03,42451.79
2022-03-04,39137.605
2022-03-05,39400.586
2022-03-06,38419.984
2022-03-07,38062.04
2022-03-08,38737.27
2022-03-09,41982.926
2022-03-10,39437.46
2022-03-11,38794.973
2022-03-12,38904.01
2022-03-13,37849.664
2022-03-14,39666.754
2022-03-15,39338.785
2022-03-16,41143.93
2022-03-17,40951.38
2022-03-18,41801.156
2022-03-19,42190.652
2022-03-20,41247.824
2022-03-21,41077.996
