date,close
2021-10-26,1792.7
2021-10-27,1797.9
2021-10-28,1801.6
2021-10-29,1783.0
2021-11-01,1795.1
2021-11-02,1788.7
2021-11-03,1763.6
2021-11-04,1793.0
2021-11-05,1816.4
2021-11-08,1827.4
2021-11-09,1830.2
2021-11-10,1847.6
2021-11-11,1863.2
2021-11-12,1867.9
2021-11-15,1866.1
2021-11-16,1853.6
2021-11-17,1869.7
2021-11-18,1861.0
2021-11-19,1851.2
2021-11-22,1806.0
2021-11-23,1783.5
2021-11-24,1784.1
2021-11-25,1791.4
2021-11-26,1785.3
2021-11-29,1782.3
2021-11-30,1773.6
2021-12-01,1781.6
2021-12-02,1760.7
2021-12-03,1782.0
2021-12-06,1777.5
2021-12-07,1782.6
2021-12-08,1783.4
2021-12-09,1774.6
2021-12-10,1782.9
2021-12-13,1786.3
2021-12-14,1770.4
2021-12-15,1762.6
2021-12-16,1796.6
2021-12-17,1803.8
2021-12-20,1793.7
2021-12-21,1787.9
2021-12-22,1801.6
2021-12-23,1811.2
2021-12-27,1808.1
2021-12-28,1810.2
2021-12-29,1805.1
2021-12-30,1812.7
2021-12-31,1827.5
2022-01-03,1799.4
2022-01-04,1814.0
2022-01-05,1824.6
2022-01-06,1788.7
2022-01-07,1797.0
2022-01-10,1798.4
2022-01-11,1818.6
2022-01-12,1827.2
2022-01-13,1821.2
2022-01-14,1816.5
2022-01-18,1812.3
2022-01-19,1843.1
2022-01-20,1842.5
2022-01-21,1831.8
2022-01-24,1841.7
2022-01-25,1852.7
2022-01-26,1829.9
2022-01-27,1793.3
2022-01-28,1784.9
2022-01-31,1795.0
2022-02-01,1800.3
2022-02-02,1809.2
2022-02-03,1803.0
2022-02-04,1806.6
2022-02-07,1820.6
2022-02-08,1826.6
2022-02-09,1835.2
2022-02-10,1836.2
2022-02-11,1840.8
2022-02-14,1868.0
2022-02-15,1854.8
2022-02-16,1870.2
2022-02-17,1900.7
2022-02-18,1898.6
2022-02-22,1906.1
2022-02-23,1909.2
2022-02-24,1925.1
2022-02-25,1886.5
2022-02-28,1899.4
2022-03-01,1942.4
2022-03-02,1920.9
2022-03-03,1934.4
2022-03-04,1965.1
2022-03-07,1993.9
2022-03-08,2040.1
2022-03-09,1985.9
2022-03-10,1998.1
2022-03-11,1982.7
2022-03-14,1959.6
2022-03-15,1928.5
2022-03-16,1908.0
2022-03-17,1942.1
2022-03-18,1928.2
2022-03-21,1928.6
