date,close
2021-03-22,1737.8
2021-03-23,1724.7
2021-03-24,1732.9
2021-03-25,1724.9
2021-03-26,1732.2
2021-03-29,1712.1
2021-03-30,1683.9
2021-03-31,1713.8
2021-04-01,1726.5
2021-04-05,1727.0
2021-04-06,1741.5
2021-04-07,1740.1
2021-04-08,1756.8
2021-04-09,1743.3
2021-04-12,1731.2
2021-04-13,1746.2
2021-04-14,1734.9
2021-04-15,1765.4
2021-04-16,1779.0
2021-04-19,1769.4
2021-04-20,1777.3
2021-04-21,1792.3
2021-04-22,1781.2
2021-04-23,1777.0
2021-04-26,1779.2
2021-04-27,1778.0
2021-04-28,1773.2
2021-04-29,1768.1
2021-04-30,1767.3
2021-05-03,1791.4
2021-05-04,1775.8
2021-05-05,1784.1
2021-05-06,1815.5
2021-05-07,1831.1
2021-05-10,1837.5
2021-05-11,1835.9
2021-05-12,1822.6
2021-05-13,1823.8
2021-05-14,1837.9
2021-05-17,1867.5
2021-05-18,1867.8
2021-05-19,1881.3
2021-05-20,1881.8
2021-05-21,1876.7
2021-05-24,1884.6
2021-05-25,1898.1
2021-05-26,1901.3
2021-05-27,1895.7
2021-05-28,1902.5
2021-06-01,1902.9
2021-06-02,1907.5
2021-06-03,1871.2
2021-06-04,1889.8
2021-06-07,1896.8
2021-06-08,1892.2
2021-06-10,1894.2
2021-06-11,1877.4
2021-06-14,1864.0
2021-06-15,1854.5
2021-06-16,1859.5
2021-06-17,1773.8
2021-06-18,1767.9
2021-06-21,1781.8
2021-06-22,1776.3
2021-06-23,1782.3
2021-06-24,1775.6
2021-06-28,1779.6
2021-06-29,1762.8
2021-06-30,1770.8
2021-07-01,1775.9
2021-07-02,1782.6
2021-07-06,1793.5
2021-07-07,1801.5
2021-07-08,1799.6
2021-07-09,1810.0
2021-07-12,1805.5
2021-07-13,1809.4
2021-07-14,1824.3
2021-07-15,1828.4
2021-07-16,1814.5
2021-07-19,1808.7
2021-07-20,1810.9
2021-07-21,1802.9
2021-07-22,1805.0
2021-07-23,1801.4
2021-07-26,1798.7
2021-07-27,1799.5
2021-07-28,1799.5
2021-07-29,1831.2
2021-07-30,1812.6
2021-08-02,1818.1
2021-08-03,1810.1
2021-08-04,1810.5
2021-08-05,1805.1
2021-08-06,1760.0
2021-08-09,1723.4
2021-08-10,1728.8
2021-08-11,1750.4
2021-08-12,1749.0
2021-08-13,1775.2
2021-08-16,1786.9
2021-08-17,1785.0
2021-08-18,1781.6
2021-08-19,1780.2
2021-08-20,1781.0
2021-08-23,1803.2
2021-08-24,1805.6
2021-08-25,1788.2
2021-08-26,1792.2
2021-08-27,1816.6
2021-08-30,1809.0
2021-08-31,1815.0
2021-09-01,1813.1
2021-09-02,1808.7
2021-09-03,1830.9
2021-09-07,1795.9
2021-09-08,1790.7
2021-09-09,1797.4
2021-09-10,1789.6
2021-09-13,1792.0
2021-09-14,1804.7
2021-09-15,1792.4
2021-09-16,1754.6
2021-09-17,1749.4
2021-09-20,1761.8
2021-09-21,1776.0
2021-09-22,1776.7
2021-09-23,1747.7
2021-09-24,1749.7
2021-09-27,1750.0
2021-09-28,1735.8
2021-09-29,1721.5
2021-09-30,1755.3
2021-10-01,1757.0
2021-10-04,1766.2
2021-10-05,1759.6
2021-10-06,1760.5
2021-10-07,1757.9
2021-10-08,1756.3
2021-10-11,1754.6
2021-10-12,1758.3
2021-10-13,1793.7
2021-10-14,1796.7
2021-10-15,1767.2
2021-10-18,1764.8
2021-10-19,1769.7
2021-10-20,1784.1
2021-10-21,1781.2
2021-10-22,1795.5
2021-10-25,1806.0
